sku,name,description,slug,meta_description,meta_keywords,shipping_category_id,price,taxons_ru,Taxons,Available On,stock,product_properties,translation,price_eu,price_ru,Images
978-5-699-49966-3_site_4,Клятва вечной любви,"Их было трое. Друзей детства, потерявших друг друга из виду на многие годы. Мальчик и две девочки... Их было трое. Мужчина и две женщины, образовавшие любовный треугольник… Их было трое. Подозреваемых в убийстве мэра города, пришедшего на вечер выпускников с сыном Стасом, где тот после долгой разлуки встретился с подругами детства… Вера ненавидела отца Стаса, узнав, что именно из-за него погибла ее мать. А Шура не имела к нему никакого отношения… Но почему тогда именно ей мэр завещал свой шикарный особняк, а Вере оставил все акции? Стас не знал ответа на эти вопросы, как и не догадывался, кто убил его отца. Чувствовал только - давно оставшиеся в прошлом любовные страсти вспыхнут с новой силой…",book_316811_site_4,"","",default,2.07,"Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный женский детектив|Авторы>Ольга Володарская|Издатели>""Изд-во ЭКСМО-Пресс""","Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный женский детектив|Authors>Ольга Володарская|Publishers>""Изд-во ЭКСМО-Пресс""",2014-01-01,6,"Publisher:М.:""Изд-во ЭКСМО-Пресс""|publication_year:2011|ISBN:978-5-699-49966-3|Format:70x108/32|in_stock:6|Pages:320|","Клятва вечной любви:Их было трое. Друзей детства, потерявших друг друга из виду на многие годы. Мальчик и две девочки... Их было трое. Мужчина и две женщины, образовавшие любовный треугольник… Их было трое. Подозреваемых в убийстве мэра города, пришедшего на вечер выпускников с сыном Стасом, где тот после долгой разлуки встретился с подругами детства… Вера ненавидела отца Стаса, узнав, что именно из-за него погибла ее мать. А Шура не имела к нему никакого отношения… Но почему тогда именно ей мэр завещал свой шикарный особняк, а Вере оставил все акции? Стас не знал ответа на эти вопросы, как и не догадывался, кто убил его отца. Чувствовал только - давно оставшиеся в прошлом любовные страсти вспыхнут с новой силой…",1.68,109,http://www.ozon.ru/multimedia/books_covers/1002703351.jpg
978-5-699-42715-4_site_4,"Король умер, да здравствует король","В жизни Ларисы Белозеровой наступила черная полоса: телепередачу, которую она вела, закрыли из-за низкого рейтинга, муж полюбил другую, а все сбережения ушли на то, чтобы выкупить у соседей по коммуналке их комнаты. Ни работы, ни семьи, ни денег. Надеясь отвлечься, Лара начала ремонт в своей новой квартире и нашла в заложенной кирпичом каминной нише скелет! Лара решила провести журналистское расследование и сделать его темой своей новой программы. Ей удалось узнать - причиной того давнего преступления стала секретная папка из архива немецкой разведки. А вскоре оператора, работавшего с Ларой, убили в той же злополучной квартире. Кто-то так хотел заполучить папку, что готов был пойти на многое. Но попала она к Ларе, и теперь уже ей решать: уничтожить документ или обнародовать, казнить или миловать.",book_316812_site_4,"","",default,2.11,"Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный женский детектив|Авторы>Ольга Володарская|Издатели>""Изд-во ЭКСМО-Пресс""","Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный женский детектив|Authors>Ольга Володарская|Publishers>""Изд-во ЭКСМО-Пресс""",2014-01-01,4,"Publisher:М.:""Изд-во ЭКСМО-Пресс""|publication_year:2011|ISBN:978-5-699-42715-4|Format:70x108/32|in_stock:4|Pages:384|","Король умер, да здравствует король:В жизни Ларисы Белозеровой наступила черная полоса: телепередачу, которую она вела, закрыли из-за низкого рейтинга, муж полюбил другую, а все сбережения ушли на то, чтобы выкупить у соседей по коммуналке их комнаты. Ни работы, ни семьи, ни денег. Надеясь отвлечься, Лара начала ремонт в своей новой квартире и нашла в заложенной кирпичом каминной нише скелет! Лара решила провести журналистское расследование и сделать его темой своей новой программы. Ей удалось узнать - причиной того давнего преступления стала секретная папка из архива немецкой разведки. А вскоре оператора, работавшего с Ларой, убили в той же злополучной квартире. Кто-то так хотел заполучить папку, что готов был пойти на многое. Но попала она к Ларе, и теперь уже ей решать: уничтожить документ или обнародовать, казнить или миловать.",1.71,111,http://www.ozon.ru/multimedia/books_covers/1002703349.jpg
978-5-699-62644-1_site_4,Он бы отдал жизнь,"Пережив смерть близких людей и скандальный развод, Диана уехала в Испанию. Там она надеялась найти душевный покой, но в ее жизни появился он… Дэвид. Мужчина с удивительными глазами, огромной татуировкой и… тайнами, которые не спешил раскрывать. Диана практически ничего о нем не узнала за три недели отношений. А когда в доме Дэвида нашли труп, сам он куда-то исчез, стало ясно - даже то немногое, что он о себе рассказывал, было ложью… Он давно жил по документам, оформленным на чужое имя. Если бы так же легко можно было изменить и судьбу! Однако сделанного не вернешь, и он считал свою жизнь конченной, пока… не встретил Диану. Но прошлое напомнило о себе, когда он меньше всего ожидал…",book_316813_site_4,"","",default,2.11,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный женский детектив|Авторы>Ольга Володарская|Издатели>Эксмо,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный женский детектив|Authors>Ольга Володарская|Publishers>Эксмо,2014-01-01,7,Publisher:М.: Эксмо|publication_year:2013|ISBN:978-5-699-62644-1|Format:70x108/32|in_stock:7|Pages:320|,"Он бы отдал жизнь:Пережив смерть близких людей и скандальный развод, Диана уехала в Испанию. Там она надеялась найти душевный покой, но в ее жизни появился он… Дэвид. Мужчина с удивительными глазами, огромной татуировкой и… тайнами, которые не спешил раскрывать. Диана практически ничего о нем не узнала за три недели отношений. А когда в доме Дэвида нашли труп, сам он куда-то исчез, стало ясно - даже то немногое, что он о себе рассказывал, было ложью… Он давно жил по документам, оформленным на чужое имя. Если бы так же легко можно было изменить и судьбу! Однако сделанного не вернешь, и он считал свою жизнь конченной, пока… не встретил Диану. Но прошлое напомнило о себе, когда он меньше всего ожидал…",1.71,111,http://www.ozon.ru/multimedia/books_covers/1005854721.jpg
978-5-699-48807-0_site_4,Призрак большого города,"Мама Герды верила в магию имен, поэтому и назвала дочь столь необычно. Жизнь Герды и правда оказалась похожа на сказку: ее любимого мужа Костю увезла Снежная Королева - богатая и властная бизнес-леди из Петербурга, Снежанна Мороз. Герда отправилась в путь, чтобы вернуть своего Кая, но ей не удалось растопить слезами его сердце - он остался со Снежанной. И был рядом, пока не умер… Костя погиб в ледяном замке его королевы. Тело обнаружила Герда, после долгих лет разлуки все же решившая вырвать мужа из плена. Но кто и почему убил ее Кая? Неужели из-за наследства, завещанного Косте смертельно больной Снежанной? Или любимый девушки нажил врага, который пошел на все, чтобы отомстить? Герда еще не знала: тот, кто убил Костю, имеет на ее счет свои планы…",book_316815_site_4,"","",default,2.11,"Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный женский детектив|Авторы>Ольга Володарская|Издатели>""Изд-во ЭКСМО - Пресс""","Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный женский детектив|Authors>Ольга Володарская|Publishers>""Изд-во ЭКСМО - Пресс""",2014-01-01,38,"Publisher:М.: ""Изд-во ЭКСМО - Пресс""|publication_year:2011|ISBN:978-5-699-48807-0|Format:70x108/32|in_stock:38|Pages:352|","Призрак большого города:Мама Герды верила в магию имен, поэтому и назвала дочь столь необычно. Жизнь Герды и правда оказалась похожа на сказку: ее любимого мужа Костю увезла Снежная Королева - богатая и властная бизнес-леди из Петербурга, Снежанна Мороз. Герда отправилась в путь, чтобы вернуть своего Кая, но ей не удалось растопить слезами его сердце - он остался со Снежанной. И был рядом, пока не умер… Костя погиб в ледяном замке его королевы. Тело обнаружила Герда, после долгих лет разлуки все же решившая вырвать мужа из плена. Но кто и почему убил ее Кая? Неужели из-за наследства, завещанного Косте смертельно больной Снежанной? Или любимый девушки нажил врага, который пошел на все, чтобы отомстить? Герда еще не знала: тот, кто убил Костю, имеет на ее счет свои планы…",1.71,111,http://www.ozon.ru/multimedia/books_covers/1002514797.jpg
978-5-699-66896-0_site_4,Две половинки темной души,"У Тани была большая семья, но ни с кем из родственников она не общалась: родители давно умерли, а братья-сестры после интерната разъехались кто куда. И вдруг в городе появился старший брат Илья, а следом и остальные — средний брат Ромка и близнецы Мэри и Дэн, которых когда-то усыновили американцы. Однако вместо радостной встречи случилось нечто невообразимое… Дэн не сразу понял, что произошло с лицом женщины. Оно напоминало ритуальную маску, испещренную линиями. Но это оказались порезы. И в них прослеживалась система. Вроде бы они складывались в буквы. Он помнил русский алфавит и с трудом прочел: П Р О С Т И.... На лице вырезано слово ""прости""! И только тут до Дэна дошло - женщина мертва....",book_316816_site_4,"","",default,4.67,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный женский детектив|Авторы>Ольга Володарская|Издатели>Эксмо,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный женский детектив|Authors>Ольга Володарская|Publishers>Эксмо,2014-01-01,более 100,Publisher:М.: Эксмо|publication_year:2013|ISBN:978-5-699-66896-0|Format:84x108/32|in_stock:более 100|Pages:320|,"Две половинки темной души:У Тани была большая семья, но ни с кем из родственников она не общалась: родители давно умерли, а братья-сестры после интерната разъехались кто куда. И вдруг в городе появился старший брат Илья, а следом и остальные — средний брат Ромка и близнецы Мэри и Дэн, которых когда-то усыновили американцы. Однако вместо радостной встречи случилось нечто невообразимое… Дэн не сразу понял, что произошло с лицом женщины. Оно напоминало ритуальную маску, испещренную линиями. Но это оказались порезы. И в них прослеживалась система. Вроде бы они складывались в буквы. Он помнил русский алфавит и с трудом прочел: П Р О С Т И.... На лице вырезано слово ""прости""! И только тут до Дэна дошло - женщина мертва....",3.79,246,http://www.ozon.ru/multimedia/books_covers/1007256862.jpg
978-5-699-70339-5_site_4,Каждый день как последний,"Они все были такими разными… Люди, которых сделал своими пленниками маньяк, скрывавший лицо. Путешественник, мать-одиночка, скульптор, мажор, мошенник, экономист и содержанка — что могло объединять их, кроме уготованной участи? Одного из пленников похититель убил на глазах у других, а у второго вырезал на теле таинственный символ. Остальных он тоже приговорил к смерти, но… Им удалось бежать! Только спасет ли их это? Маньяк остался на свободе, и планы его не изменились. Спустя несколько дней он добрался до бывшего пленника и перерезал ему горло. Теперь их осталось пятеро…",book_316817_site_4,"","",default,4.67,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный женский детектив|Авторы>Ольга Володарская|Издатели>Эксмо,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный женский детектив|Authors>Ольга Володарская|Publishers>Эксмо,2014-01-01,более 100,Publisher:М.: Эксмо|publication_year:2014|ISBN:978-5-699-70339-5|Format:84x108/32|in_stock:более 100|Pages:320|,"Каждый день как последний:Они все были такими разными… Люди, которых сделал своими пленниками маньяк, скрывавший лицо. Путешественник, мать-одиночка, скульптор, мажор, мошенник, экономист и содержанка — что могло объединять их, кроме уготованной участи? Одного из пленников похититель убил на глазах у других, а у второго вырезал на теле таинственный символ. Остальных он тоже приговорил к смерти, но… Им удалось бежать! Только спасет ли их это? Маньяк остался на свободе, и планы его не изменились. Спустя несколько дней он добрался до бывшего пленника и перерезал ему горло. Теперь их осталось пятеро…",3.79,246,http://www.ozon.ru/multimedia/books_covers/1008861481.jpg
978-5-699-69929-2_site_4,Она назначает жертву,"В подмосковном городке, прямо в здании прокуратуры, убиты три прокурора. Расследование поручено следователю по особо важным делам Ивану Лисину. Изучив документы, с которыми работали прокуроры незадолго до своей смерти, Лисин приходит к выводу: стражи закона разбирались с одной темной историей, связанной с убийством учительницы Лидии Чеховской. Причем, убитые прокуроры помогли преступнику уйти от ответственности. Значит, тройное убийство - это месть? Подозрение сразу падает на брата убитой учительницы, но ни следователь, ни его помощники еще не знают, что они идут по ложному пути… Три альтернативные концовки детектива не позволяют читателю ни на секунду расслабиться и вынуждают подвергать сомнению буквально все…",book_316823_site_4,"","",default,2.41,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Авторы>Сергей Майоров|Издатели>Эксмо,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Authors>Сергей Майоров|Publishers>Эксмо,2014-01-01,66,Publisher:М.: Эксмо|publication_year:2014|ISBN:978-5-699-69929-2|Format:70x100/32|in_stock:66|Pages:352|,"Она назначает жертву:В подмосковном городке, прямо в здании прокуратуры, убиты три прокурора. Расследование поручено следователю по особо важным делам Ивану Лисину. Изучив документы, с которыми работали прокуроры незадолго до своей смерти, Лисин приходит к выводу: стражи закона разбирались с одной темной историей, связанной с убийством учительницы Лидии Чеховской. Причем, убитые прокуроры помогли преступнику уйти от ответственности. Значит, тройное убийство - это месть? Подозрение сразу падает на брата убитой учительницы, но ни следователь, ни его помощники еще не знают, что они идут по ложному пути… Три альтернативные концовки детектива не позволяют читателю ни на секунду расслабиться и вынуждают подвергать сомнению буквально все…",1.96,127,http://www.ozon.ru/multimedia/books_covers/1008875329.jpg
978-5-699-68677-3_site_4,Со мной летела бомба,"В Черногорске убит криминальный корейский авторитет Тен, который возглавлял преступный синдикат по угону автомобилей. Чтобы по горячим следам выявить его связи, опер Загорский отправляет своего помощника к любовнице Тена Ольге. Но задержать женщину не удается, а сам полицейский попадает в реанимацию с перерезанным горлом. С большим трудом Загорскому удается найти телефоны сообщников Ольги, но бандиты оказываются недосягаемыми: один из них погибает в перестрелке, другой, сбежав с зоны, где-то скрывается. Ольга – ключевое звено в преступном синдикате, найти ее надо, во что бы то ни стало. И отчаявшийся Загорский неожиданно для себя рассказывает всю эту историю случайной журналистке, оказавшейся рядом с ним в самолете…",book_316824_site_4,"","",default,5.18,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Авторы>Сергей Майоров|Издатели>Эксмо,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Authors>Сергей Майоров|Publishers>Эксмо,2014-01-01,11,Publisher:М.: Эксмо|publication_year:2014|ISBN:978-5-699-68677-3|Format:84x108/32|in_stock:11|Pages:384|,"Со мной летела бомба:В Черногорске убит криминальный корейский авторитет Тен, который возглавлял преступный синдикат по угону автомобилей. Чтобы по горячим следам выявить его связи, опер Загорский отправляет своего помощника к любовнице Тена Ольге. Но задержать женщину не удается, а сам полицейский попадает в реанимацию с перерезанным горлом. С большим трудом Загорскому удается найти телефоны сообщников Ольги, но бандиты оказываются недосягаемыми: один из них погибает в перестрелке, другой, сбежав с зоны, где-то скрывается. Ольга – ключевое звено в преступном синдикате, найти ее надо, во что бы то ни стало. И отчаявшийся Загорский неожиданно для себя рассказывает всю эту историю случайной журналистке, оказавшейся рядом с ним в самолете…",4.21,273,http://www.ozon.ru/multimedia/books_covers/1008802826.jpg
978-5-699-45306-1_site_4,Последний дон,"Имя Марио Пьюзо не нуждается в рекламе. Потому что он автор знаменитого романа ""Крестный отец"". И в книге ""Последний дон"" он продолжает повествование о той же Семье - но тридцать лет спустя. Старый дон задумал подарить внукам счастливую судьбу богатых законопослушных граждан. Но события тридцатилетней давности вдруг отзываются кровавым эхом и могут привести к катастрофе. И только дон в силах предотвратить ее. Вопрос только, какой ценой большой или малой кровью? Ведь это кровь Семьи...",book_316709_site_4,"","",default,9.83,"Categories>Художественная литература>Проза>Семейная сага|Авторы>Марио Пьюзо|Издатели>""Изд-во ЭКСМО - Пресс""","Categories>Художественная литература>Проза>Семейная сага|Authors>Марио Пьюзо|Publishers>""Изд-во ЭКСМО - Пресс""",2014-01-01,26,"Publisher:М.: ""Изд-во ЭКСМО - Пресс""|publication_year:2010|ISBN:978-5-699-45306-1|Format:60x90 1/16|in_stock:26|Pages:544|","Последний дон:Имя Марио Пьюзо не нуждается в рекламе. Потому что он автор знаменитого романа ""Крестный отец"". И в книге ""Последний дон"" он продолжает повествование о той же Семье - но тридцать лет спустя. Старый дон задумал подарить внукам счастливую судьбу богатых законопослушных граждан. Но события тридцатилетней давности вдруг отзываются кровавым эхом и могут привести к катастрофе. И только дон в силах предотвратить ее. Вопрос только, какой ценой большой или малой кровью? Ведь это кровь Семьи...",7.99,518,http://www.ozon.ru/multimedia/books_covers/1002042761.jpg
978-5-699-74360-5_site_4,Уйти и не вернуться,"ГРУ проводит в Афганистане сверхсекретную операцию, об истинных целях которой не знает почти никто. Чтобы осуществить ее, через границу перебрасывается офицер-разведчик – причем все делается так, будто он случайно спасся при взрыве вертолета. Моджахеды берут его в плен. Чтобы развеять подозрения афганцев, пленного должна попытаться отбить группа спецназовцев. Но всего лишь попытаться, так как пленник должен будет остаться у боевиков…",book_316773_site_4,"","",default,2.56,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Авторы>Чингиз Абдуллаев|Издатели>Эксмо,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Authors>Чингиз Абдуллаев|Publishers>Эксмо,2014-01-01,более 100,Publisher:М.: Эксмо|publication_year:2014|ISBN:978-5-699-74360-5|Format:70x90/32|in_stock:более 100|Pages:384|,"Уйти и не вернуться:ГРУ проводит в Афганистане сверхсекретную операцию, об истинных целях которой не знает почти никто. Чтобы осуществить ее, через границу перебрасывается офицер-разведчик – причем все делается так, будто он случайно спасся при взрыве вертолета. Моджахеды берут его в плен. Чтобы развеять подозрения афганцев, пленного должна попытаться отбить группа спецназовцев. Но всего лишь попытаться, так как пленник должен будет остаться у боевиков…",2.08,135,http://www.ozon.ru/multimedia/books_covers/1010616275.jpg
978-5-699-74320-9_site_4,Азиатский рецепт,"Добро пожаловать в Паттайю! У ее берегов вот-вот начнутся крупные военно-морские учения, поэтому в город хлынул десант моряков, ошалевших от службы и жаждущих развлечений. Параллельно с учениями здесь проходит конкурс красоты - целое событие для местного бомонда. Имен­но сейчас русская и тайская мафии решили провернуть совместный налет на оружейный склад - идеальная ситуация, когда все можно сделать под шумок. Однако на самом деле между налетчиками нет согласия - они соперничают как за добычу, так и за то, чья претендентка победит на кон­ курсе красоты. И тут в их разборки вмешивается совершенно непредвиденный фактор - в лице старой китаянки, которая всю жизнь мечтала сварить настоящее ритуальное пиво по древнему рецепту... При чем тут пиво, спросите вы? Да при всем! Потому что это - Паттайя, здесь все связано между собой. И самая малость может круто изменить жизнь сотен людей...",book_316644_site_4,"","",default,9.83,Categories>Художественная литература>Детективы. Боевики. Триллеры>Современный зарубежный детектив|Авторы>Кристофер Дж. Мур|Издатели>Эксмо,Categories>Художественная литература>Детективы. Боевики. Триллеры>Современный зарубежный детектив|Authors>Кристофер Дж. Мур|Publishers>Эксмо,2014-01-01,15,Publisher:М.: Эксмо|publication_year:2014|ISBN:978-5-699-74320-9|Format:60x90/16|in_stock:15|Pages:352|,"Азиатский рецепт:Добро пожаловать в Паттайю! У ее берегов вот-вот начнутся крупные военно-морские учения, поэтому в город хлынул десант моряков, ошалевших от службы и жаждущих развлечений. Параллельно с учениями здесь проходит конкурс красоты - целое событие для местного бомонда. Имен­но сейчас русская и тайская мафии решили провернуть совместный налет на оружейный склад - идеальная ситуация, когда все можно сделать под шумок. Однако на самом деле между налетчиками нет согласия - они соперничают как за добычу, так и за то, чья претендентка победит на кон­ курсе красоты. И тут в их разборки вмешивается совершенно непредвиденный фактор - в лице старой китаянки, которая всю жизнь мечтала сварить настоящее ритуальное пиво по древнему рецепту... При чем тут пиво, спросите вы? Да при всем! Потому что это - Паттайя, здесь все связано между собой. И самая малость может круто изменить жизнь сотен людей...",7.99,518,http://www.ozon.ru/multimedia/books_covers/1010658463.jpg
978-5-699-75154-9_site_4,Демон в моих глазах,Демон в моих глазах,book_316739_site_4,"","",default,6.55,Categories>Художественная литература>Детективы. Боевики. Триллеры>Современный зарубежный детектив|Авторы>Ренделл Р.|Издатели>Эксмо,Categories>Художественная литература>Детективы. Боевики. Триллеры>Современный зарубежный детектив|Authors>Ренделл Р.|Publishers>Эксмо,2014-01-01,20,Publisher:М.: Эксмо|publication_year:2014|ISBN:978-5-699-75154-9|Format:84x108/32|in_stock:20|,Демон в моих глазах:Демон в моих глазах,5.32,345,http://www.ozon.ru/multimedia/books_covers/1010870407.jpg
978-5-699-65323-2_site_4,На стороне Бога,"Уютная горная вилла, словно специально созданная для умиротворенного созерцания и творческого вдохновения… Богемная публика: красотки-актрисы, знаменитый режиссер, талантливый художник… Прогулки на свежем воздухе, изысканные яства, разговоры о высоком… Эксперт-аналитик Дронго с радостью принял приглашение своего друга-владельца виллы, давно мечтая оказаться подальше от темных историй, криминала, шума больших городов. Все начиналось прекрасно, но внезапно ветер переменился - небо затянули свинцовые тучи, ливень размыл дороги, гости оказались отрезаны от внешнего мира. Однако худшее, как оказалось, было еще впереди: зайдя в комнату одной из актрис, Дронго обнаружил ее мертвой. А через минуту туда же вошла подруга покойной – теперь эксперт-аналитик – главный подозреваемый…",book_316684_site_4,"","",default,1.97,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Авторы>Чингиз Абдуллаев|Издатели>Эксмо,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Authors>Чингиз Абдуллаев|Publishers>Эксмо,2014-01-01,18,Publisher:М.: Эксмо|publication_year:2013|ISBN:978-5-699-65323-2|Format:70x90/32|in_stock:18|Pages:288|,"На стороне Бога:Уютная горная вилла, словно специально созданная для умиротворенного созерцания и творческого вдохновения… Богемная публика: красотки-актрисы, знаменитый режиссер, талантливый художник… Прогулки на свежем воздухе, изысканные яства, разговоры о высоком… Эксперт-аналитик Дронго с радостью принял приглашение своего друга-владельца виллы, давно мечтая оказаться подальше от темных историй, криминала, шума больших городов. Все начиналось прекрасно, но внезапно ветер переменился - небо затянули свинцовые тучи, ливень размыл дороги, гости оказались отрезаны от внешнего мира. Однако худшее, как оказалось, было еще впереди: зайдя в комнату одной из актрис, Дронго обнаружил ее мертвой. А через минуту туда же вошла подруга покойной – теперь эксперт-аналитик – главный подозреваемый…",1.6,104,http://www.ozon.ru/multimedia/books_covers/1007105858.jpg
978-5-699-70696-9_site_4,Город под каблуком,"""Цель оправдывает средства"", - с такой мыслью провинциалка Лариса приехала покорять Москву. Она страстно желала «выбиться в люди» и буквально из кожи вон лезла, пытаясь осуществить свою мечту. Вскоре ее настойчивость стала приносить плоды. Лариса влюбила в себя сына криминального авторитета Макса Фогарева. Она вышла за него замуж и получила ту красивую жизнь, о которой так давно мечтала. Но в какой-то момент Ларисе стало мало достигнутого, и она поставила перед собой новую цель: взять власть над криминальной империей Фогаревых в свои руки...",book_316725_site_4,"","",default,5.22,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Авторы>Владимир Колычев|Издатели>Эксмо,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Authors>Владимир Колычев|Publishers>Эксмо,2014-01-01,2,Publisher:М.: Эксмо|publication_year:2014|ISBN:978-5-699-70696-9|Format:84x108/32|in_stock:2|Pages:352|,"Город под каблуком:""Цель оправдывает средства"", - с такой мыслью провинциалка Лариса приехала покорять Москву. Она страстно желала «выбиться в люди» и буквально из кожи вон лезла, пытаясь осуществить свою мечту. Вскоре ее настойчивость стала приносить плоды. Лариса влюбила в себя сына криминального авторитета Макса Фогарева. Она вышла за него замуж и получила ту красивую жизнь, о которой так давно мечтала. Но в какой-то момент Ларисе стало мало достигнутого, и она поставила перед собой новую цель: взять власть над криминальной империей Фогаревых в свои руки...",4.24,275,http://www.ozon.ru/multimedia/books_covers/1009255699.jpg
978-5-699-58319-5_site_4,В погоне за ангелом,"Когда в офисе частного детектива Элвиса Коула появилась сногсшибательная блондинка, он и представить себе не мог, что этот невинный визит может втянуть его в кровавые мафиозные разборки. В поисках похищенной старинной японской книги и несовершеннолетней дочери обладателя этой книги Элвис Коул и его компаньон Джо Пайк сталкиваются с безжалостными якудза и их непостижимыми законами чести. Но у Коула и Пайка свои представления о чести и свои нравственные принципы. Роберт Крейс - автор сериала об Элвисе Коулс, самом популярном частном детективе последнего десятилетия. Его книги издаются огромными тиражами. Они получали премии Энтони и Эдгара По, не раз удостаивались титула ""Лучшие книги года"".",book_316730_site_4,"","",default,3.55,Categories>Художественная литература>Детективы. Боевики. Триллеры>Современный зарубежный детектив|Авторы>Роберт Крейс|Издатели>Эксмо; СПб.: Домино,Categories>Художественная литература>Детективы. Боевики. Триллеры>Современный зарубежный детектив|Authors>Роберт Крейс|Publishers>Эксмо; СПб.: Домино,2014-01-01,36,Publisher:М.:Эксмо| СПб.: Домино|publication_year:2012|ISBN:978-5-699-58319-5|Format:70x100/32|in_stock:36|Pages:352|,"В погоне за ангелом:Когда в офисе частного детектива Элвиса Коула появилась сногсшибательная блондинка, он и представить себе не мог, что этот невинный визит может втянуть его в кровавые мафиозные разборки. В поисках похищенной старинной японской книги и несовершеннолетней дочери обладателя этой книги Элвис Коул и его компаньон Джо Пайк сталкиваются с безжалостными якудза и их непостижимыми законами чести. Но у Коула и Пайка свои представления о чести и свои нравственные принципы. Роберт Крейс - автор сериала об Элвисе Коулс, самом популярном частном детективе последнего десятилетия. Его книги издаются огромными тиражами. Они получали премии Энтони и Эдгара По, не раз удостаивались титула ""Лучшие книги года"".",2.88,187,http://www.ozon.ru/multimedia/books_covers/1005505248.jpg
